trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1543,False,"{'a': 0.5, 'e': 0.22850000000005483}",25,12,25.23489020469371,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.5, 'e': 0.22800000000005483}",25,17,11.68331351259361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.5, 'e': 0.22750000000005483}",30,19,14.023469777259987,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.5, 'e': 0.22700000000005482}",25,8,-18.051146691745046,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1547,False,"{'a': 0.5, 'e': 0.22650000000005482}",25,17,17.57747684733436,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.5, 'e': 0.22600000000005482}",25,11,-13.146466022951167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1549,False,"{'a': 0.5, 'e': 0.22550000000005482}",25,10,-25.149150548305933,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1550,False,"{'a': 0.5, 'e': 0.22500000000005482}",30,17,18.460488403084486,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.5, 'e': 0.22450000000005482}",20,11,4.961395541324636,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1552,False,"{'a': 0.5, 'e': 0.22400000000005482}",20,10,8.899616283458123,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1553,False,"{'a': 0.5, 'e': 0.22350000000005482}",20,6,-9.202421960023143,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1554,False,"{'a': 0.5, 'e': 0.22300000000005482}",20,9,-8.899685653653659,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1555,False,"{'a': 0.5, 'e': 0.22250000000005482}",20,11,13.932526075121226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.5, 'e': 0.22200000000005482}",25,17,15.163369648588104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.5, 'e': 0.22150000000005482}",20,11,17.482305369270414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.5, 'e': 0.22100000000005482}",20,11,19.237227652947272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.5, 'e': 0.22050000000005482}",20,7,22.815832593762046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.5, 'e': 0.22000000000005482}",20,10,-5.271275081817516,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1561,False,"{'a': 0.5, 'e': 0.21950000000005482}",25,3,-8.38046604701127,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
1562,False,"{'a': 0.5, 'e': 0.21900000000005482}",20,8,-3.2486159580379788,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1563,False,"{'a': 0.5, 'e': 0.21850000000005482}",35,16,35.53754715692094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.5, 'e': 0.21800000000005482}",25,5,25.776487054668326,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.5, 'e': 0.21750000000005482}",25,15,9.721282771906596,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1566,False,"{'a': 0.5, 'e': 0.21700000000005482}",20,16,6.314362766503169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.5, 'e': 0.21650000000005482}",25,15,8.877973084096961,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1568,False,"{'a': 0.5, 'e': 0.21600000000005481}",25,17,4.738109519421369,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1569,False,"{'a': 0.5, 'e': 0.21550000000005481}",20,3,0.7021661217977191,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1570,False,"{'a': 0.5, 'e': 0.21500000000005481}",20,10,18.475220022978306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.5, 'e': 0.2145000000000548}",25,14,20.02453121475206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.5, 'e': 0.2140000000000548}",20,7,-11.111674487776128,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1573,False,"{'a': 0.5, 'e': 0.2135000000000548}",25,11,23.843500175786588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.5, 'e': 0.2130000000000548}",20,16,9.636431655459948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.5, 'e': 0.2125000000000548}",20,16,7.474754970710633,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.5, 'e': 0.2120000000000548}",30,19,8.945694849974863,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.5, 'e': 0.2115000000000548}",25,10,-56.9319957339952,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
1578,False,"{'a': 0.5, 'e': 0.2110000000000548}",20,16,7.750986381708138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.5, 'e': 0.2105000000000548}",20,14,11.002920517904526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.5, 'e': 0.2100000000000548}",25,11,27.35389124738811,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.5, 'e': 0.2095000000000548}",30,10,35.54122149961125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.5, 'e': 0.2090000000000548}",25,18,13.178112095623739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.5, 'e': 0.2085000000000548}",20,10,16.639011068203732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.5, 'e': 0.2080000000000548}",20,14,10.064865401874656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.5, 'e': 0.2075000000000548}",25,17,5.977656483533899,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.5, 'e': 0.2070000000000548}",30,4,-9.319344565153349,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
1587,False,"{'a': 0.5, 'e': 0.2065000000000548}",20,13,0.3938320505226507,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1588,False,"{'a': 0.5, 'e': 0.2060000000000548}",30,12,-19.24345202632198,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1589,False,"{'a': 0.5, 'e': 0.2055000000000548}",20,11,-1.0385364187802009,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1590,False,"{'a': 0.5, 'e': 0.2050000000000548}",20,11,2.023649357382284,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1591,False,"{'a': 0.5, 'e': 0.2045000000000548}",20,15,10.589431359869078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.5, 'e': 0.2040000000000548}",20,6,-34.444357466358824,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1593,False,"{'a': 0.5, 'e': 0.2035000000000548}",35,18,-1.643743736440827,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1594,False,"{'a': 0.5, 'e': 0.2030000000000548}",20,10,-7.414135463179047,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1595,False,"{'a': 0.5, 'e': 0.2025000000000548}",25,8,21.97860121408153,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.5, 'e': 0.2020000000000548}",35,28,13.017406488927623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.5, 'e': 0.2015000000000548}",20,10,19.98644563656421,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.5, 'e': 0.2010000000000548}",20,15,7.363748082703358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.5, 'e': 0.2005000000000548}",30,14,-44.92022412272203,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
1600,False,"{'a': 0.5, 'e': 0.2000000000000548}",20,7,25.722813827259845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.5, 'e': 0.1995000000000548}",20,12,14.041899735494628,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.5, 'e': 0.1990000000000548}",25,11,28.02509692918924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.5, 'e': 0.1985000000000548}",20,15,9.086243908683139,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.5, 'e': 0.1980000000000548}",25,8,-15.062568850315996,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1605,False,"{'a': 0.5, 'e': 0.1975000000000548}",25,15,19.095237157825814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.5, 'e': 0.1970000000000548}",25,0,-14.154439513514859,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
1607,False,"{'a': 0.5, 'e': 0.1965000000000548}",20,4,13.192166155657059,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1608,False,"{'a': 0.5, 'e': 0.1960000000000548}",20,2,10.78404875395721,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1609,False,"{'a': 0.5, 'e': 0.1955000000000548}",25,11,1.2708767478903935,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1610,False,"{'a': 0.5, 'e': 0.1950000000000548}",30,11,29.803424129735387,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.5, 'e': 0.1945000000000548}",25,13,3.1913943835346266,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1612,False,"{'a': 0.5, 'e': 0.1940000000000548}",20,13,3.74897940645034,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.5, 'e': 0.1935000000000548}",20,6,7.72368041437216,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1614,False,"{'a': 0.5, 'e': 0.1930000000000548}",25,11,25.068481019791346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.5, 'e': 0.1925000000000548}",30,22,14.696087367949168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.5, 'e': 0.1920000000000548}",20,6,7.656783429497592,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1617,False,"{'a': 0.5, 'e': 0.1915000000000548}",20,6,24.320796740750747,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.5, 'e': 0.1910000000000548}",25,13,13.659193014442396,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1619,False,"{'a': 0.5, 'e': 0.1905000000000548}",25,14,22.370286427740282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.5, 'e': 0.1900000000000548}",25,7,23.239547893063204,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1621,False,"{'a': 0.5, 'e': 0.1895000000000548}",20,11,17.903990669329385,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.5, 'e': 0.1890000000000548}",25,10,-25.927236978429796,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1623,False,"{'a': 0.5, 'e': 0.1885000000000548}",20,6,16.022556185421333,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1624,False,"{'a': 0.5, 'e': 0.1880000000000548}",25,7,-2.313188649217852,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1625,False,"{'a': 0.5, 'e': 0.1875000000000548}",20,6,18.768063206276597,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.5, 'e': 0.1870000000000548}",20,9,-23.74655365421403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1627,False,"{'a': 0.5, 'e': 0.1865000000000548}",35,23,15.265286513271917,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.5, 'e': 0.1860000000000548}",20,6,24.850930315104304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.5, 'e': 0.1855000000000548}",20,3,30.760502448213728,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.5, 'e': 0.1850000000000548}",30,20,-25.072005515399045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1631,False,"{'a': 0.5, 'e': 0.1845000000000548}",20,10,19.644423102906114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.5, 'e': 0.1840000000000548}",20,15,8.946460955830007,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.5, 'e': 0.18350000000005479}",35,20,14.035220097523853,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1634,False,"{'a': 0.5, 'e': 0.18300000000005479}",30,8,39.871402213837136,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.5, 'e': 0.18250000000005479}",30,8,13.345421819263311,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1636,False,"{'a': 0.5, 'e': 0.18200000000005478}",20,15,6.118307365660103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.5, 'e': 0.18150000000005478}",20,11,16.313853985877415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.5, 'e': 0.18100000000005478}",20,0,17.40499530086776,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1639,False,"{'a': 0.5, 'e': 0.18050000000005478}",25,13,9.962939033163938,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1640,False,"{'a': 0.5, 'e': 0.18000000000005478}",25,12,22.884027549454512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.5, 'e': 0.17950000000005478}",20,10,-20.560776099674296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1642,False,"{'a': 0.5, 'e': 0.17900000000005478}",20,13,-5.286316953402476,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1643,False,"{'a': 0.5, 'e': 0.17850000000005478}",25,13,17.590722921088126,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.5, 'e': 0.17800000000005478}",20,10,19.21950469747296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.5, 'e': 0.17750000000005478}",20,12,3.5397672000813962,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1646,False,"{'a': 0.5, 'e': 0.17700000000005478}",25,11,11.677421413522211,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1647,False,"{'a': 0.5, 'e': 0.17650000000005478}",20,12,14.941157413847948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.5, 'e': 0.17600000000005478}",25,11,13.490754699980245,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1649,False,"{'a': 0.5, 'e': 0.17550000000005478}",20,13,1.0714249223864474,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1650,False,"{'a': 0.5, 'e': 0.17500000000005478}",20,14,0.010637676346326286,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1651,False,"{'a': 0.5, 'e': 0.17450000000005478}",25,20,9.672271948952817,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.5, 'e': 0.17400000000005478}",20,12,-28.044131402610788,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1653,False,"{'a': 0.5, 'e': 0.17350000000005478}",20,8,24.78080587932854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.5, 'e': 0.17300000000005478}",20,15,10.907010156996854,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.5, 'e': 0.17250000000005478}",25,11,15.17473812461911,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1656,False,"{'a': 0.5, 'e': 0.17200000000005478}",25,11,26.581067965055944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.5, 'e': 0.17150000000005478}",20,12,17.613332614667268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.5, 'e': 0.17100000000005477}",20,2,20.66577574901224,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1659,False,"{'a': 0.5, 'e': 0.17050000000005477}",20,9,-15.779627392676117,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1660,False,"{'a': 0.5, 'e': 0.17000000000005477}",25,13,0.7500640051273524,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1661,False,"{'a': 0.5, 'e': 0.16950000000005477}",35,17,37.93084004152633,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.5, 'e': 0.16900000000005477}",20,10,-31.59112582461515,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1663,False,"{'a': 0.5, 'e': 0.16850000000005477}",30,18,19.508026055612707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.5, 'e': 0.16800000000005477}",25,11,4.334446792187338,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1665,False,"{'a': 0.5, 'e': 0.16750000000005477}",30,12,8.71416125362566,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1666,False,"{'a': 0.5, 'e': 0.16700000000005477}",25,8,-20.939028809882053,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1667,False,"{'a': 0.5, 'e': 0.16650000000005477}",20,9,-64.59376363368891,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
1668,False,"{'a': 0.5, 'e': 0.16600000000005477}",20,11,1.4606978612674817,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1669,False,"{'a': 0.5, 'e': 0.16550000000005477}",30,18,25.295498802305907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.5, 'e': 0.16500000000005477}",20,11,-0.5355018627185162,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1671,False,"{'a': 0.5, 'e': 0.16450000000005477}",25,6,31.215814251774823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.5, 'e': 0.16400000000005477}",30,16,20.017140754282174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.5, 'e': 0.16350000000005477}",20,6,26.194494146751758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.5, 'e': 0.16300000000005477}",30,15,-27.481976144682555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1675,False,"{'a': 0.5, 'e': 0.16250000000005477}",20,9,21.176229493692357,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.5, 'e': 0.16200000000005477}",20,0,9.764751116024634,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1677,False,"{'a': 0.5, 'e': 0.16150000000005477}",30,21,14.18311139178623,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.5, 'e': 0.16100000000005477}",30,18,7.100672951468272,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1679,False,"{'a': 0.5, 'e': 0.16050000000005477}",20,9,22.124217007693364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.5, 'e': 0.16000000000005477}",20,13,12.665744835580192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.5, 'e': 0.15950000000005476}",20,11,-16.05241097320951,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
1682,False,"{'a': 0.5, 'e': 0.15900000000005476}",20,8,1.2479485752972386,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1683,False,"{'a': 0.5, 'e': 0.15850000000005476}",25,2,33.97926682513304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.5, 'e': 0.15800000000005476}",20,9,11.042206214137254,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.5, 'e': 0.15750000000005476}",30,10,31.798709071804353,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.5, 'e': 0.15700000000005476}",20,0,19.5140357356162,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1687,False,"{'a': 0.5, 'e': 0.15650000000005476}",30,22,10.235750648737426,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.5, 'e': 0.15600000000005476}",25,12,9.916435168909025,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1689,False,"{'a': 0.5, 'e': 0.15550000000005476}",20,10,12.713476412249978,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.5, 'e': 0.15500000000005476}",20,11,-9.06284569749889,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1691,False,"{'a': 0.5, 'e': 0.15450000000005476}",20,3,20.49956224627234,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1692,False,"{'a': 0.5, 'e': 0.15400000000005476}",30,10,-34.14731634054992,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
1693,False,"{'a': 0.5, 'e': 0.15350000000005476}",25,16,19.09677025094376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.5, 'e': 0.15300000000005476}",25,12,11.255156429350663,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1695,False,"{'a': 0.5, 'e': 0.15250000000005476}",20,10,18.50283426660758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.5, 'e': 0.15200000000005476}",20,0,0.8004380396216659,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1697,False,"{'a': 0.5, 'e': 0.15150000000005476}",25,18,12.180609681934065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.5, 'e': 0.15100000000005476}",20,10,17.056745107110892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.5, 'e': 0.15050000000005476}",30,14,21.74105917632672,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.5, 'e': 0.15000000000005476}",30,24,8.578960340181126,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.5, 'e': 0.14950000000005476}",25,11,21.240717737259615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.5, 'e': 0.14900000000005476}",20,16,7.762039249644222,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.5, 'e': 0.14850000000005475}",20,14,10.716259623659278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.5, 'e': 0.14800000000005475}",20,2,21.70819328821881,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.5, 'e': 0.14750000000005475}",20,16,9.122651683103957,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.5, 'e': 0.14700000000005475}",20,0,16.51348868399031,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1707,False,"{'a': 0.5, 'e': 0.14650000000005475}",20,12,15.77788240971258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.5, 'e': 0.14600000000005475}",25,12,14.312435770090598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1709,False,"{'a': 0.5, 'e': 0.14550000000005475}",30,20,16.115878779359722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.5, 'e': 0.14500000000005475}",25,9,-3.218226046703591,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1711,False,"{'a': 0.5, 'e': 0.14450000000005475}",20,10,10.164332974347381,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1712,False,"{'a': 0.5, 'e': 0.14400000000005475}",20,8,-17.59491706768433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1713,False,"{'a': 0.5, 'e': 0.14350000000005475}",20,10,20.026355610204494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.5, 'e': 0.14300000000005475}",25,8,5.611148718304319,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1715,False,"{'a': 0.5, 'e': 0.14250000000005475}",30,12,28.41271312017453,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.5, 'e': 0.14200000000005475}",20,8,-72.5032172844141,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
1717,False,"{'a': 0.5, 'e': 0.14150000000005475}",35,6,-5.017386650500784,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
1718,False,"{'a': 0.5, 'e': 0.14100000000005475}",25,18,2.4020713967864937,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1719,False,"{'a': 0.5, 'e': 0.14050000000005475}",20,16,5.756949860835557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.5, 'e': 0.14000000000005475}",25,11,-0.6010901438438623,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1721,False,"{'a': 0.5, 'e': 0.13950000000005475}",20,16,9.443447942763104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.5, 'e': 0.13900000000005475}",30,18,8.618770540315218,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1723,False,"{'a': 0.5, 'e': 0.13850000000005475}",25,14,17.823383412887473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.5, 'e': 0.13800000000005475}",20,6,-10.712648682662472,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1725,False,"{'a': 0.5, 'e': 0.13750000000005475}",20,16,7.813900002009813,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
